,age,height_cm,weight_kgs,positions,potential,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
3411,29,190.5,93.0,327,64,1,3,1,9,14,14,11,24,15,15,14,19,23,22,57,58,56,60,47,24,73,34,67,14,34,26,16,44,19,50,13,14,15
7085,20,190.5,77.1,104,71,1,2,2,6,27,26,54,39,30,30,29,33,32,38,54,59,46,53,37,50,63,40,68,28,58,58,28,31,39,48,56,67,63
6220,23,154.94,74.8,823,65,1,3,2,6,31,60,45,37,35,52,36,29,25,54,90,84,85,45,65,48,62,62,79,53,30,19,60,43,57,43,18,14,15
6377,22,162.56,62.1,709,63,1,3,2,6,61,42,33,58,40,58,47,42,52,58,79,73,76,52,96,46,51,51,28,41,47,39,50,42,41,44,31,48,44
16039,26,172.72,64.9,6,74,1,4,3,3,56,69,29,73,52,72,51,49,65,72,84,77,83,73,82,63,52,48,42,65,43,29,65,74,56,73,41,22,30
10505,25,187.96,78.9,823,68,1,2,2,6,31,67,69,53,55,58,40,29,40,64,65,67,67,61,51,64,73,81,80,48,74,37,65,45,64,56,28,25,18
2478,30,185.42,73.0,127,66,1,3,2,3,26,19,60,40,21,25,23,23,40,45,49,54,57,60,61,40,86,60,79,25,65,65,17,25,31,65,69,68,64
9781,35,187.96,77.1,823,64,1,3,2,6,58,62,70,63,63,60,55,63,56,63,50,51,55,68,53,68,83,67,83,64,74,35,58,64,71,67,36,44,45
11300,28,152.4,73.9,328,66,1,2,2,6,58,25,46,58,27,54,32,28,43,64,74,74,72,67,70,39,57,63,75,36,64,64,47,33,35,65,57,75,68
15002,32,154.94,73.0,879,71,1,3,3,6,56,65,71,60,63,71,61,54,51,70,78,82,77,66,70,78,80,75,77,63,72,17,69,58,61,66,45,41,31
17199,29,193.04,78.9,327,78,1,2,1,3,11,17,16,33,12,17,15,18,35,17,58,56,35,69,43,20,68,35,63,14,35,22,16,50,41,61,13,13,12
9532,23,187.96,77.1,104,72,1,4,2,6,31,29,60,48,41,40,30,37,45,44,60,63,56,56,57,65,73,67,66,46,65,63,32,42,41,54,68,66,63
5474,21,152.4,64.9,227,62,1,3,2,3,41,48,49,62,46,61,50,45,62,62,66,66,72,55,73,58,52,43,57,33,39,21,42,48,50,55,37,42,44
4013,22,195.58,83.0,327,66,1,3,1,3,13,7,11,25,8,9,11,13,15,11,17,23,28,57,23,23,38,28,70,9,23,6,5,23,18,40,15,13,12
2559,32,152.4,68.9,366,66,1,3,3,6,67,41,58,66,42,67,54,41,63,66,53,53,61,65,74,54,71,68,67,40,67,62,48,51,39,64,69,70,70
1808,30,190.5,89.8,823,68,1,2,2,3,40,69,75,62,63,57,55,40,35,64,51,52,52,64,54,67,68,66,90,58,70,17,71,56,66,63,13,21,24
5489,19,193.04,88.0,327,69,1,2,1,6,13,7,10,15,9,6,11,11,23,16,33,28,27,46,28,21,36,21,60,6,22,12,8,26,13,37,14,11,14
5702,29,182.88,68.0,597,55,1,3,3,6,58,36,40,66,43,66,45,41,63,64,64,63,60,61,61,44,39,66,62,35,38,52,47,49,43,68,55,43,38
4954,20,182.88,76.2,327,59,1,2,1,6,13,9,10,21,5,5,11,11,25,11,24,31,31,44,47,17,71,17,51,7,16,12,4,31,11,25,7,10,10
4043,26,175.26,69.9,134,63,1,3,2,6,54,51,56,60,28,55,42,42,54,55,80,76,77,49,82,50,72,68,65,52,65,56,49,37,40,41,60,58,57
17669,32,185.42,72.1,823,81,1,3,4,3,68,83,87,74,75,78,66,57,65,79,69,69,65,81,62,79,83,81,78,76,81,36,82,69,85,77,45,49,42
263,24,172.72,66.2,662,82,2,3,3,6,89,64,57,84,51,73,88,83,82,82,66,57,75,74,77,74,66,78,57,73,67,65,65,82,80,79,60,65,60
13730,31,187.96,83.0,104,69,1,4,2,6,41,20,69,57,36,28,31,46,61,51,46,53,54,60,40,68,82,55,82,55,77,72,46,35,39,71,69,65,61
16904,34,152.4,76.2,835,76,1,4,4,6,59,80,61,74,73,79,76,66,56,78,75,69,77,78,73,77,60,68,64,70,61,30,80,71,75,76,32,36,32
7113,23,170.18,64.9,856,66,1,3,3,6,33,60,54,45,51,63,43,29,29,63,69,75,74,58,74,63,60,55,51,45,58,24,60,46,50,51,49,28,27
17855,28,154.94,79.8,247,84,3,4,4,6,74,74,50,88,75,85,81,74,84,86,67,68,78,85,78,77,61,69,72,73,70,77,79,86,76,87,72,68,64
344,30,195.58,88.0,327,77,1,2,1,3,14,12,17,35,11,15,14,13,39,19,29,34,32,72,30,22,51,25,67,15,17,20,10,53,12,56,20,13,15
8142,21,190.5,72.1,116,71,1,2,2,6,40,29,68,47,22,42,24,21,45,44,61,65,50,56,53,41,67,66,81,33,66,55,36,40,27,48,59,60,55
13299,26,170.18,69.9,463,70,1,3,3,6,65,60,38,63,39,73,59,46,64,68,83,80,75,65,83,69,77,70,42,54,65,45,62,60,57,52,33,21,23
1571,27,170.18,68.9,15,70,1,3,3,9,64,59,54,67,39,68,73,71,65,72,72,66,76,64,81,68,72,76,57,67,59,56,67,70,62,67,57,56,52
4279,20,185.42,87.1,327,75,1,3,1,6,7,4,7,22,4,6,9,8,23,19,21,17,36,43,23,34,47,18,64,7,29,14,4,23,5,24,8,12,9
15437,23,187.96,77.1,867,80,1,3,3,3,72,69,59,70,59,73,74,64,67,70,85,86,77,64,60,77,75,65,74,70,47,21,72,60,55,64,47,30,25
6118,25,175.26,64.0,422,60,1,3,2,3,55,51,34,57,45,53,45,37,50,51,66,69,79,54,76,46,47,72,58,31,60,50,50,52,55,48,45,58,58
6545,22,198.12,86.2,327,68,1,3,1,6,10,5,10,21,7,13,10,9,18,15,30,32,30,60,26,24,32,24,54,8,20,13,4,30,13,40,7,12,14
16051,30,167.64,66.2,348,73,1,3,3,6,57,45,60,68,44,68,55,47,60,68,80,80,82,72,86,69,88,91,43,67,75,71,70,42,55,54,68,72,73
2084,30,152.4,82.1,489,68,1,3,3,6,63,63,60,63,63,67,60,66,60,65,80,77,77,65,68,61,61,74,68,59,50,63,67,61,63,61,22,35,24
13961,23,185.42,83.9,823,76,1,3,3,6,59,71,68,59,70,64,51,45,52,68,68,73,68,67,73,67,67,67,75,63,40,24,75,52,63,66,32,30,24
9988,25,182.88,78.9,327,70,1,3,1,3,14,13,15,27,16,9,14,18,24,22,38,44,42,58,38,25,55,42,52,15,35,20,13,28,22,38,19,16,16
1370,26,187.96,77.1,69,73,1,3,3,3,66,67,65,71,63,71,69,70,62,70,65,70,62,68,55,72,65,62,72,70,52,39,69,70,62,66,53,43,38
3090,30,154.94,78.0,327,65,1,3,1,6,20,13,11,13,12,14,15,12,16,19,46,54,52,59,25,24,66,43,33,12,28,22,13,50,13,48,9,12,19
17919,41,193.04,92.1,327,88,4,2,1,6,13,15,13,37,17,26,20,13,35,28,44,38,55,82,49,39,75,39,69,13,38,28,12,50,22,70,13,11,11
5181,19,154.94,77.1,424,68,1,2,2,3,48,42,48,51,36,50,35,34,44,50,72,68,71,39,68,53,61,72,68,37,39,45,44,43,47,43,42,53,52
16343,25,185.42,78.0,104,79,1,2,2,3,32,20,74,64,23,45,28,26,67,57,64,67,55,68,45,42,76,71,78,23,80,73,13,42,33,65,73,75,73
16207,29,190.5,88.9,327,76,1,3,1,9,11,13,11,31,11,21,18,18,21,32,51,53,54,75,58,24,45,34,76,11,16,24,18,48,43,62,12,14,13
558,33,154.94,78.0,327,75,2,4,1,6,13,13,16,53,11,25,16,13,33,39,60,55,64,71,57,24,80,35,57,13,35,25,19,66,30,64,14,16,14
3269,37,187.96,88.0,104,63,1,3,2,9,41,32,66,56,20,38,40,29,54,57,43,31,57,56,58,21,70,30,79,40,71,60,29,45,31,57,59,62,55
13700,24,190.5,78.9,327,77,1,2,1,3,13,15,14,24,16,16,13,14,29,24,38,39,48,49,42,23,55,35,64,18,25,27,15,55,14,49,11,11,11
10970,30,190.5,84.8,105,66,1,3,2,3,49,49,65,65,39,55,37,40,57,61,67,69,55,61,61,55,73,54,85,48,55,58,62,57,53,66,55,70,67
42,22,187.96,78.9,104,88,2,3,2,3,36,40,80,77,28,63,30,27,67,73,72,79,60,80,55,66,73,76,83,44,87,82,34,49,44,75,84,85,88
31,26,154.94,74.8,823,90,3,4,3,6,46,91,91,73,85,77,58,45,54,81,77,78,76,88,76,84,94,69,76,70,56,22,92,64,82,85,45,24,20
8704,30,182.88,83.0,366,63,1,3,2,6,62,54,59,60,49,58,59,57,57,60,64,65,70,62,63,64,72,78,74,58,65,58,52,56,60,61,57,60,58
13762,30,175.26,64.0,390,69,1,4,3,3,66,63,39,61,64,70,74,66,58,66,90,88,91,62,88,71,76,80,67,65,63,26,67,59,70,55,24,34,30
11912,27,170.18,69.9,228,68,1,3,3,3,60,45,45,78,48,68,61,59,69,72,72,70,61,64,77,51,57,62,52,58,51,42,61,68,48,63,64,55,58
5161,19,190.5,82.1,823,68,1,3,2,6,27,54,52,45,42,39,37,26,32,49,62,61,58,53,52,49,64,57,69,52,35,22,47,45,58,47,18,18,14
14961,32,175.26,69.9,227,71,2,3,3,6,73,64,59,76,67,72,80,74,72,75,62,58,72,70,74,74,59,50,60,69,69,56,73,78,68,74,47,54,40
4990,19,152.4,78.0,104,63,1,2,2,6,28,24,48,27,22,20,22,25,20,34,54,57,47,43,64,31,72,60,60,24,47,47,23,27,33,38,47,55,48
16025,27,185.42,77.1,823,74,2,3,3,3,60,75,70,68,72,69,69,51,25,73,67,70,70,68,63,73,70,65,69,69,41,35,75,63,64,71,38,11,12
1964,33,152.4,73.9,298,68,1,3,3,6,70,63,49,72,61,63,62,67,62,69,64,65,72,72,65,74,50,78,70,65,66,61,63,66,66,64,54,67,65
8359,23,182.88,74.8,227,69,1,3,2,3,53,41,61,75,35,60,45,43,70,65,65,65,52,54,62,63,63,48,59,40,65,49,45,61,56,43,53,58,66
3635,22,187.96,74.8,227,70,1,3,2,3,46,53,31,64,44,61,43,42,61,63,74,71,85,62,63,53,70,72,55,58,44,37,56,63,43,55,40,59,58
4807,20,154.94,78.9,327,67,1,2,1,6,11,6,11,28,9,7,13,12,15,13,23,26,27,44,45,15,59,23,53,8,27,14,8,27,19,38,16,10,12
16885,29,170.18,64.9,71,76,2,4,4,6,74,72,61,77,77,78,78,78,72,78,68,65,84,74,86,81,67,71,64,80,64,34,73,74,75,76,20,38,34
12204,31,182.88,79.8,823,67,1,4,3,3,56,65,71,60,68,64,57,50,35,65,69,68,67,64,56,68,77,56,74,44,46,13,70,50,68,69,40,13,12
13591,24,185.42,77.1,149,73,1,3,2,3,52,44,63,70,46,61,50,48,65,65,53,54,61,62,62,58,80,74,73,56,67,67,47,64,51,59,68,70,68
17642,25,172.72,66.2,769,83,2,4,4,3,77,68,46,75,64,86,76,56,64,84,91,93,88,81,89,75,58,78,40,61,41,43,79,77,59,77,23,38,31
1976,21,193.04,76.2,104,77,1,4,2,6,34,23,59,66,34,51,25,32,45,58,51,55,47,68,57,43,71,57,74,24,60,72,23,31,40,50,66,67,68
16326,24,182.88,76.2,469,79,1,4,3,6,66,73,64,69,54,80,67,44,59,77,78,84,79,67,66,73,70,74,69,70,51,28,77,66,69,63,73,29,18
14701,26,187.96,69.9,16,75,1,3,3,6,61,70,73,69,58,67,60,63,65,71,75,68,62,74,66,72,82,81,80,66,75,69,71,71,55,71,68,71,68
3282,21,154.94,66.2,823,73,1,3,2,3,28,66,56,43,46,57,48,33,33,60,79,82,84,62,50,64,57,35,60,50,28,16,64,47,52,54,23,17,18
10752,32,185.42,73.0,327,65,1,4,1,6,13,17,13,29,20,12,14,20,17,15,46,48,30,58,53,15,60,30,62,20,18,16,11,45,24,55,15,18,12
14661,20,154.94,73.9,472,81,1,3,4,6,74,51,64,70,40,75,44,39,65,77,75,66,69,74,66,50,65,56,55,52,73,71,74,60,42,71,69,73,74
1766,24,182.88,78.0,146,74,1,3,2,6,58,45,68,71,36,60,56,36,67,65,62,66,64,67,67,59,68,73,72,55,65,69,53,65,44,71,69,68,67
17014,27,185.42,76.2,247,76,2,3,3,6,64,60,70,76,62,68,57,43,74,74,68,68,62,79,70,74,79,90,75,68,79,81,69,72,60,76,79,78,76
17575,32,152.4,73.0,247,80,2,3,4,3,70,69,59,81,57,78,65,61,80,81,69,71,75,80,79,74,59,75,73,73,80,77,78,81,62,81,68,76,64
16293,22,154.94,68.0,191,80,1,4,3,3,70,77,58,73,78,71,69,70,66,75,77,75,81,75,78,72,73,80,60,73,66,48,77,74,63,76,38,58,53
15915,34,154.94,78.9,227,73,2,4,3,6,66,56,60,76,68,68,73,76,74,74,66,66,66,70,62,83,48,60,74,74,78,76,69,73,60,72,74,76,72
15493,30,185.42,77.1,609,72,1,4,3,6,68,60,68,63,24,69,28,33,60,68,79,86,62,69,57,61,75,76,76,49,75,66,56,54,40,54,64,75,73
1488,25,185.42,78.0,572,75,1,3,2,6,52,24,72,68,32,55,34,26,66,66,68,74,60,66,64,34,86,67,88,28,74,71,59,49,39,69,68,75,73
9071,24,182.88,79.8,328,70,1,2,2,6,64,56,41,58,42,62,52,58,51,60,75,77,65,61,69,75,75,70,71,60,47,58,58,54,50,56,59,62,58
17880,32,190.5,84.8,856,85,3,3,3,3,72,85,90,75,86,78,64,49,67,79,67,73,67,88,53,83,85,83,87,63,88,66,90,74,76,80,59,64,64
9773,24,175.26,73.9,695,68,1,4,3,6,61,59,45,60,51,66,55,44,53,64,82,79,80,56,77,60,64,60,56,53,29,25,57,58,63,53,40,26,27
3668,23,182.88,82.1,366,71,1,2,2,6,58,32,58,54,30,55,49,58,43,58,65,69,61,49,63,40,74,69,67,37,43,61,50,42,42,46,65,65,62
9574,21,152.4,73.0,0,73,1,3,2,6,64,53,46,65,68,62,65,65,64,64,77,64,72,62,73,73,78,59,57,60,41,22,54,64,48,64,21,53,49
4147,31,182.88,78.0,247,59,1,2,2,6,55,45,53,62,45,49,56,50,58,61,66,66,91,63,58,62,82,65,82,42,52,61,57,52,58,60,57,57,55
9140,19,175.26,67.1,644,75,1,3,3,6,52,51,53,66,56,67,58,61,58,66,71,70,71,53,77,51,62,61,37,50,52,31,53,67,59,52,38,53,44
11184,21,182.88,77.1,228,80,1,4,2,6,60,44,58,68,55,67,64,50,64,66,70,69,75,63,71,69,58,76,60,64,61,55,58,69,53,47,44,54,43
4812,17,182.88,74.8,227,74,1,3,2,6,36,36,45,53,27,53,37,31,49,51,60,57,57,50,62,45,58,44,56,39,56,47,39,54,41,37,37,56,55
12750,25,162.56,63.0,780,70,1,2,3,3,66,60,48,67,42,67,65,62,66,69,75,76,73,61,70,66,54,66,53,68,55,40,67,69,41,50,38,55,49
6020,20,182.88,74.8,328,71,1,3,2,3,46,34,45,36,28,58,34,30,28,38,68,67,56,55,64,32,64,69,63,31,62,59,41,41,35,38,56,61,58
542,26,182.88,83.0,366,76,2,2,3,9,76,38,57,69,39,72,72,68,59,68,73,87,67,71,63,70,53,85,76,49,83,72,59,51,44,67,69,75,74
17015,34,170.18,64.9,457,76,2,2,4,3,74,72,39,73,72,78,73,75,65,76,78,77,80,75,90,69,52,85,60,78,49,37,73,78,64,74,62,40,32
3826,28,154.94,72.1,141,62,1,3,3,3,57,58,50,64,54,64,59,58,58,63,77,76,68,56,56,55,54,68,59,59,56,62,59,64,56,61,59,55,52
1071,26,152.4,73.0,514,73,1,3,3,6,68,64,57,69,70,71,63,64,64,74,87,85,76,70,69,83,64,77,78,70,74,57,73,66,64,70,35,55,51
8482,22,172.72,63.0,328,69,1,2,2,3,60,28,43,56,26,60,47,36,51,50,81,82,75,63,79,35,82,57,48,33,59,61,44,40,44,45,45,64,65
4525,26,182.88,74.8,366,58,1,2,2,6,49,35,49,37,26,55,31,28,34,41,65,65,54,51,64,30,62,63,57,29,51,51,53,33,38,38,55,63,60
5431,21,190.5,74.8,327,68,1,3,1,9,14,5,11,16,6,9,10,13,26,19,27,26,39,46,21,15,30,26,47,8,27,9,5,36,10,25,8,10,12
1655,20,182.88,81.2,823,82,1,2,3,9,62,70,70,56,66,67,48,60,41,63,78,87,67,53,59,73,80,54,76,58,70,13,67,54,63,68,14,16,13
15981,28,190.5,88.0,327,75,1,2,1,6,12,14,12,32,15,12,19,16,28,29,59,52,63,65,64,13,67,44,58,11,13,26,18,36,19,53,15,11,12
2861,22,182.88,78.9,823,74,1,3,2,6,52,65,71,56,58,63,57,27,26,62,67,71,54,58,53,61,63,56,78,58,62,26,60,53,60,61,28,21,25
11187,22,185.42,79.8,455,73,1,3,3,6,64,58,58,68,54,71,73,61,70,71,67,69,67,55,53,55,42,46,62,56,49,45,58,68,49,57,31,38,27
10284,24,152.4,68.0,675,70,1,5,3,3,62,54,51,62,46,69,50,43,58,64,81,79,75,58,64,50,58,73,61,52,34,15,58,52,48,58,25,25,23
10360,35,175.26,77.1,149,65,1,4,2,6,69,48,56,70,58,60,71,70,69,66,60,44,67,71,83,66,69,64,59,59,45,64,66,72,68,76,66,59,58
2183,28,152.4,74.8,149,68,1,3,3,3,56,46,49,65,42,63,53,52,68,63,75,69,71,65,68,59,72,82,59,55,68,69,58,63,47,62,67,64,63
7550,23,185.42,83.9,0,66,1,2,2,6,42,60,47,61,57,65,52,49,54,61,65,68,70,59,66,66,58,61,73,58,55,36,58,54,55,61,32,41,32
8121,20,187.96,74.8,574,76,1,2,2,3,60,34,46,68,38,66,35,29,64,69,60,65,68,43,42,41,69,73,73,36,68,53,33,33,42,47,61,66,62
16839,25,193.04,79.8,327,79,1,3,1,3,15,16,11,34,11,15,12,12,35,24,43,41,60,67,54,26,81,33,57,15,16,21,16,61,23,57,18,14,10
4257,20,175.26,71.2,227,66,1,3,2,6,44,36,55,68,46,59,40,47,66,51,60,67,51,59,74,59,57,63,48,42,57,44,56,49,47,43,47,51,57
7132,22,165.1,64.9,536,69,1,4,3,3,52,60,31,41,45,60,55,35,36,60,92,91,72,56,76,56,45,50,31,55,26,22,53,51,43,50,15,27,20
6729,23,175.26,60.8,644,68,1,3,3,3,59,48,36,58,46,59,60,65,55,63,74,74,63,49,70,63,52,49,32,62,42,28,54,53,49,43,28,32,29
1807,27,182.88,81.2,272,69,1,4,3,6,68,62,65,70,44,67,72,71,67,70,61,64,63,68,63,74,66,64,69,72,64,63,70,66,67,68,60,59,58
10824,21,187.96,74.8,823,77,1,3,3,3,25,70,72,46,53,67,53,24,33,65,82,89,65,47,54,60,69,55,83,64,77,16,53,51,53,55,24,23,19
2126,32,185.42,77.1,823,67,1,3,2,3,58,71,72,59,61,61,53,52,53,66,66,61,69,64,63,66,83,61,75,61,53,28,65,46,65,70,14,17,13
14668,28,152.4,78.9,823,71,1,4,3,6,59,69,68,68,65,72,68,75,63,72,81,83,79,66,78,71,87,77,67,69,82,47,70,77,72,76,38,36,33
1011,28,170.18,59.9,572,72,1,2,3,6,75,59,49,75,56,79,76,56,69,70,78,83,82,71,86,78,75,66,54,67,69,64,66,60,59,65,75,73,69
9598,25,172.72,69.9,227,67,1,3,3,3,57,48,47,68,47,64,45,56,65,66,75,73,79,56,79,58,83,79,61,57,61,54,44,64,49,62,54,54,53
7889,21,152.4,68.9,794,69,1,3,2,3,63,63,63,57,56,61,47,39,53,58,66,67,69,57,68,60,66,46,57,55,55,45,61,55,60,60,59,62,59
11359,25,185.42,69.9,104,71,1,3,2,3,47,42,54,66,27,44,39,21,59,50,65,66,71,63,65,46,75,77,76,17,61,59,35,41,32,71,64,70,67
5561,20,154.94,74.8,327,67,1,1,1,6,14,15,20,24,19,11,12,12,22,24,40,48,31,52,51,23,59,34,52,19,18,21,15,28,22,39,11,19,15
12032,27,152.4,74.8,693,67,1,3,3,3,69,38,55,69,50,72,63,45,63,72,76,79,78,55,80,67,57,79,65,46,46,31,55,54,56,59,70,30,35
6835,26,170.18,72.1,572,61,1,3,2,6,58,31,50,34,27,62,36,33,26,47,66,72,60,58,85,29,54,55,36,32,57,59,53,36,39,42,55,69,63
6332,24,193.04,88.0,327,64,1,2,1,6,15,10,11,27,10,8,12,13,31,16,26,23,22,42,20,21,31,17,41,7,18,11,8,41,19,28,9,12,9
15401,25,175.26,74.8,634,77,1,2,2,6,68,27,59,66,63,63,34,34,70,57,88,90,69,71,68,65,53,92,72,25,83,61,53,65,39,60,75,68,69
13801,30,182.88,79.8,104,69,1,4,2,6,78,51,63,68,58,61,73,71,63,68,69,65,62,67,59,69,65,72,75,66,76,66,56,66,70,64,62,70,69
11095,23,152.4,79.8,594,73,1,3,2,6,61,31,58,62,34,62,52,37,54,59,86,89,75,58,73,48,76,80,67,34,66,61,55,59,40,62,62,63,60
15785,24,170.18,67.1,220,79,1,3,4,6,55,72,58,69,61,77,52,48,58,76,77,74,85,71,82,65,84,69,44,69,63,27,74,73,54,67,32,24,26
17223,23,185.42,79.8,149,80,1,3,2,3,59,43,70,75,47,59,49,42,72,73,53,55,54,73,52,68,45,77,81,59,83,78,50,63,53,68,79,76,76
12980,27,190.5,82.1,823,69,1,2,2,6,22,69,70,55,62,61,43,41,29,66,80,76,50,62,44,69,75,62,81,51,68,14,63,37,65,60,23,20,18
4639,20,175.26,68.9,127,68,1,3,2,6,41,21,52,51,17,28,34,28,42,33,62,60,56,47,71,38,67,67,56,31,47,55,31,26,39,37,56,58,48
5865,19,165.1,59.9,572,68,1,3,2,3,54,38,50,40,36,58,28,44,43,46,72,68,58,52,84,35,57,59,44,34,50,50,51,44,44,48,52,59,56
2074,29,154.94,73.9,572,68,1,2,2,6,65,35,58,66,32,62,54,43,60,64,73,78,76,69,68,47,66,77,71,36,79,66,48,52,59,60,65,68,63
17296,29,175.26,67.1,75,77,2,3,4,3,70,72,35,72,70,84,81,71,69,81,90,80,89,75,80,77,87,69,54,77,47,39,74,69,65,84,26,38,30
15900,30,187.96,73.9,327,73,2,2,1,3,13,11,19,36,16,13,13,15,25,25,43,35,48,70,42,23,69,36,63,14,36,19,11,44,42,53,14,17,14
4148,26,175.26,69.9,348,62,1,3,2,6,58,38,48,56,35,58,49,43,54,57,73,79,81,57,79,48,58,54,41,44,51,52,51,42,45,43,54,58,54
474,25,182.88,77.1,149,78,1,3,2,6,47,41,65,74,38,64,44,35,70,70,67,66,68,71,61,56,82,86,76,40,86,76,33,47,46,60,74,78,75
1853,32,152.4,69.9,550,68,1,2,3,6,64,68,58,68,41,68,53,59,56,69,78,74,72,71,67,73,71,80,68,58,47,14,72,48,66,67,42,17,13
914,35,175.26,76.2,149,72,1,3,2,6,56,45,55,76,21,68,29,61,67,59,52,51,51,72,76,54,70,66,67,45,64,73,29,75,59,69,77,77,73
5332,17,165.1,64.9,495,71,1,3,2,6,48,57,33,42,37,62,42,38,33,51,61,61,52,37,78,52,43,67,40,47,37,25,52,62,54,46,32,27,21
16486,25,193.04,84.8,327,80,1,3,1,6,17,11,17,27,15,16,16,17,35,18,45,36,55,66,27,24,61,42,68,16,24,17,11,48,42,32,22,17,20
14014,26,152.4,76.2,348,73,1,3,4,3,63,23,53,63,25,70,48,34,55,67,87,86,76,64,53,35,58,73,64,29,69,68,50,54,39,56,64,69,68
4166,19,172.72,62.1,328,77,1,2,2,3,61,35,40,52,34,60,54,42,42,54,71,68,71,52,77,28,61,69,57,34,59,54,57,43,48,39,56,59,59
16906,25,152.4,73.0,76,79,1,3,4,3,70,66,46,76,71,77,74,73,73,76,83,78,81,66,84,74,48,68,44,76,39,31,72,76,67,72,47,30,26
14664,25,195.58,77.1,116,73,1,3,3,6,70,35,63,65,30,68,45,37,59,65,62,74,58,65,48,41,62,71,81,30,73,70,57,54,45,59,70,71,70
13980,27,175.26,68.9,15,71,1,3,3,6,63,59,57,72,61,73,68,61,73,71,76,68,75,70,73,65,49,68,57,62,67,54,56,72,58,70,40,60,49
3481,30,187.96,83.0,127,63,1,2,2,6,41,19,57,42,50,16,24,37,38,44,53,67,35,59,55,39,66,55,69,16,74,65,29,39,25,49,65,63,60
6649,20,154.94,66.2,328,73,1,3,2,6,55,26,54,61,39,59,36,31,58,55,69,70,67,55,65,33,62,70,64,32,51,55,48,49,33,43,56,58,53
12210,19,187.96,81.2,227,81,1,4,3,6,49,50,65,73,48,66,52,48,74,73,63,60,59,58,64,56,65,66,71,50,61,64,51,58,47,63,49,68,66
17110,26,165.1,68.0,648,78,1,3,4,6,79,72,48,78,76,76,78,79,77,78,76,72,87,74,91,77,59,74,31,83,53,48,68,77,81,75,57,38,36
16337,27,182.88,78.0,104,76,1,3,2,3,58,45,74,67,33,55,62,25,68,55,74,74,67,74,73,61,77,75,76,43,62,77,52,62,63,70,81,70,76
12367,25,193.04,83.9,105,72,1,4,2,6,34,29,65,64,32,49,44,22,60,58,64,66,47,60,60,54,79,70,84,51,75,64,31,45,40,55,64,64,59
2760,18,182.88,74.8,823,83,1,3,3,3,44,65,57,62,45,63,48,44,40,66,71,73,66,65,69,61,60,56,63,57,42,26,68,55,67,59,33,23,21
4058,21,172.72,72.1,574,74,1,3,2,6,53,37,56,55,42,53,53,35,51,55,77,83,60,54,68,49,62,72,59,40,55,55,53,54,35,55,54,58,55
17768,26,190.5,84.8,104,84,2,3,2,3,68,32,80,75,34,60,35,56,72,69,67,78,59,82,50,72,73,60,82,44,88,80,39,57,40,72,82,85,82
12264,24,175.26,73.9,399,70,1,4,3,6,69,61,38,64,54,66,71,68,57,67,71,69,78,63,74,59,71,72,66,63,37,44,63,68,69,56,53,36,23
5312,19,152.4,73.0,0,70,1,3,2,3,46,39,44,59,42,51,51,48,54,55,66,55,62,48,69,41,49,40,55,33,51,21,39,59,45,58,17,39,42
7477,21,190.5,81.2,104,75,1,3,2,3,35,41,65,57,29,42,36,32,50,58,61,65,52,50,53,45,75,64,72,31,56,56,40,37,36,53,54,64,59
4385,22,190.5,69.9,327,65,1,2,1,6,17,11,16,24,12,14,19,10,18,24,39,35,52,47,44,20,50,33,53,17,38,11,4,30,23,37,9,21,13
9586,32,154.94,79.8,49,64,1,4,3,6,62,59,49,64,59,63,61,58,63,62,71,73,72,55,66,64,68,75,66,62,73,50,59,65,61,58,48,52,46
8217,21,182.88,68.0,675,74,1,3,2,3,54,49,33,61,55,69,53,35,50,68,74,77,69,49,66,60,47,61,41,54,34,25,54,49,56,49,21,24,30
4720,19,187.96,78.9,327,66,1,3,1,3,12,8,8,24,8,20,14,12,20,18,18,30,22,47,17,14,52,25,57,7,25,15,5,33,17,29,7,12,7
10323,25,185.42,78.9,835,69,1,3,2,3,32,67,61,52,58,54,57,50,46,59,69,74,61,67,62,61,69,52,72,58,57,35,71,65,65,64,22,35,18
11369,24,193.04,79.8,572,71,1,4,3,6,66,57,62,65,43,68,39,52,56,66,73,78,63,60,58,66,68,78,81,54,57,56,60,63,42,66,62,66,61
13967,22,182.88,68.9,104,77,1,3,2,3,63,30,70,60,35,60,40,35,57,60,75,75,60,69,67,40,75,68,75,37,61,70,55,33,48,58,69,72,70
8231,17,154.94,74.8,823,82,1,4,3,6,44,65,60,56,48,64,50,60,42,62,69,69,55,60,65,60,60,60,50,58,38,12,62,49,58,51,20,16,21
12926,26,152.4,76.2,628,71,1,3,3,6,67,56,41,64,60,66,72,72,52,64,82,85,83,62,79,65,79,90,58,55,77,58,64,59,48,57,62,64,63
10405,25,182.88,73.9,104,72,1,3,2,6,37,38,65,58,23,57,40,53,55,49,77,66,71,58,61,42,91,88,84,28,63,56,43,50,37,65,60,66,64
1383,32,170.18,68.9,149,70,2,4,3,6,51,63,68,74,49,69,80,68,70,74,59,64,82,69,83,69,70,81,69,73,76,62,71,76,70,70,61,64,59
